Belt,Division,Division Group,No.,Name,Country,Date,Location,Defenses,Days,Ended,Notes,Next Champ Date,Day until Next Champ,Region,Continent,Title Type
WBA,Super flyweight,Super flyweight,21, Hugo Cázares – Regular Champion,Mexico,5/8/2010,,4,480," August 31, 2011",,8/31/2011,480,North America,North America, Regular Champion
WBA,Super flyweight,Super flyweight,22, Tomonobu Shimizu,Japan,8/31/2011,,0,71," November 10, 2011",Shimizu declared Champion in recess,11/10/2011,71,East Asia,Asia,
WBA,Super flyweight,Super flyweight,23, Tepparith Kokietgym (interim champ promoted),Thailand,11/10/2011,,3,417," December 31, 2012",,12/31/2012,417,Oceania,Asia,
WBA,Super flyweight,Super flyweight,24, Kohei Kono,Japan,12/31/2012,,0,126," May 6, 2013",,5/6/2013,126,East Asia,Asia,
WBA,Super flyweight,Super flyweight,25, Liborio Solís,Venezuela,5/6/2013,,0,210," December 2, 2013s",Solís was stripped of his title before the fight with Daiki Kameda for being overweight. Solís won the fight in split decision but title was at stakes for Kameda only,3/26/2014,324,South America,South America,
WBA,Super flyweight,Super flyweight,26, Kohei Kono (2) (v. Denkaosan Kaovichit),Japan,3/26/2014,,3,889," August 31, 2016",,8/31/2016,889,East Asia,Asia,
WBA,Super flyweight,Super flyweight,27, Luis Concepción,Panama,8/31/2016,,0,101," December 10, 2016s",Concepción was stripped of his title before the fight with Khalid Yafai for being overweight,12/10/2016,101,Central America,North America,
WBA,Super flyweight,Super flyweight,28, Khalid Yafai,Great Britain,12/10/2016,,5,1175," February 29, 2020",,2/29/2020,1176,Western Europe,Europe,
WBA,Super flyweight,Super flyweight,29, Román González Super champion,Nicaragua,2/29/2020,,0,234, present,,3/3/2020,3,Central America,North America,
WBA,Super flyweight,Super flyweight,30, Andrew Moloney (Interim champion promoted),Australia,3/3/2020,,0,112," June 23, 2020",,6/23/2020,112,Australia,Australia,
WBA,Super flyweight,Super flyweight,31, Joshua Franco Regular champion,US,6/23/2020,,0,119, present,,,,North America,North America,Regular champion
WBA,Flyweight,Flyweight,1, Fighting Harada (v. Pone Kingpetch),Japan,10/10/1962,,0,94," January 12, 1963",,1/12/1963,94,East Asia,Asia,
WBA,Flyweight,Flyweight,2, Pone Kingpetch,Thailand,1/12/1963,,0,249," September 18, 1963",,9/18/1963,249,Oceania,Asia,
WBA,Flyweight,Flyweight,3, Hiroyuki Ebihara,Japan,9/18/1963,,0,127," January 23, 1964",,1/23/1964,127,East Asia,Asia,
WBA,Flyweight,Flyweight,4, Pone Kingpetch (2),Thailand,1/23/1964,,0,456," April 23, 1965",,4/23/1965,456,Oceania,Asia,
WBA,Flyweight,Flyweight,5, Salvatore Burruni,Italy,4/23/1965,,0,192, November 1965s,"Burruni was stripped of title for failing to meet the organization's number one contender, Hiroyuki Ebihara",3/1/1966,312,Western Europe,Europe,
WBA,Flyweight,Flyweight,6, Horacio Accavallo (v. Katsuyoshi Takayama),Argentina,3/1/1966,,3,945," October 1, 1968r","Accavallo retired after his third defense fight, against Hiroyuki Ebihara",3/30/1969,1125,South America,South America,
WBA,Flyweight,Flyweight,7, Hiroyuki Ebihara (2) (v. José Severino),Japan,3/30/1969,,0,214," October 19, 1969",,10/19/1969,203,East Asia,Asia,
WBA,Flyweight,Flyweight,8, Bernabe Villacampo,Philippines,10/19/1969,,0,351," April 5, 1970",,4/5/1970,168,Oceania,Asia,
WBA,Flyweight,Flyweight,9, Berkrerk Chartvanchai,Thailand,4/5/1970,,0,200," October 22, 1970",,10/22/1970,200,Oceania,Asia,
WBA,Flyweight,Flyweight,10, Masao Ohba,Japan,10/22/1970,,5,1166, 1973r,"Three weeks after his fifth defense, Ohba died in a car accident in Tokyo",5/17/1973,938,East Asia,Asia,
WBA,Flyweight,Flyweight,11, Chartchai Chionoi (v. Fritz Chervet),Thailand,5/17/1973,,2,550," October 18, 1974",,10/18/1974,519,Oceania,Asia,
WBA,Flyweight,Flyweight,12, Susumu Hanagata,Japan,10/18/1974,,0,134," April 1, 1975",,4/1/1975,165,East Asia,Asia,
WBA,Flyweight,Flyweight,13, Erbito Salavarria,Philippines,4/1/1975,,1,332," February 27, 1976",,2/27/1976,332,Oceania,Asia,
WBA,Flyweight,Flyweight,14, Alfonso Lopez,Panama,2/27/1976,,1,218," October 2, 1976",,10/2/1976,218,Central America,North America,
WBA,Flyweight,Flyweight,15, Guty Espadas,Mexico,10/2/1976,,4,679," August 12, 1978",,8/12/1978,679,North America,North America,
WBA,Flyweight,Flyweight,16, Betulio González,Venezuela,8/12/1978,,3,1192," November 17, 1979",,11/17/1979,462,South America,South America,
WBA,Flyweight,Flyweight,17, Luis Ibarra,Panama,11/17/1979,,0,92," February 17, 1980",,2/17/1980,92,Central America,North America,
WBA,Flyweight,Flyweight,18, Kim Tae-shik,South Korea,2/17/1980,,1,300," December 13, 1980",,12/13/1980,300,East Asia,Asia,
WBA,Flyweight,Flyweight,19, Peter Mathebula,South Africa,12/13/1980,,0,105," March 28, 1981",,3/28/1981,105,Sub-Saharan Africa,Africa,
WBA,Flyweight,Flyweight,20, Santos Benigno Laciar,Argentina,3/28/1981,,0,70," June 6, 1981",,6/6/1981,70,South America,South America,
WBA,Flyweight,Flyweight,21, Luis Ibarra (2),Panama,6/6/1981,,0,112," September 26, 1981",,9/26/1981,112,Central America,North America,
WBA,Flyweight,Flyweight,22, Juan Herrera,Mexico,9/26/1981,,1,217," May 1, 1982",,5/1/1982,217,North America,North America,
WBA,Flyweight,Flyweight,23, Santos Benigno Laciar (2),Argentina,5/1/1982,,9,1175," July 19, 1985r",Laciar vacated in order to move up to super flyweight,10/5/1985,1253,South America,South America,
WBA,Flyweight,Flyweight,24, Hilario Zapata (v. Alonzo González),Panama,10/5/1985,,5,575," February 13, 1987",,2/13/1987,496,Central America,North America,
WBA,Flyweight,Flyweight,25, Fidel Bassa,Colombia,2/13/1987,,6,960," September 30, 1989",,9/30/1989,960,South America,South America,
WBA,Flyweight,Flyweight,26, Jesús Kiki Rojas,Venezuela,9/30/1989,,0,161," March 10, 1990",,3/10/1990,161,South America,South America,
WBA,Flyweight,Flyweight,27, Lee Yul-woo,South Korea,3/10/1990,,0,141," July 29, 1990",,7/29/1990,141,East Asia,Asia,
WBA,Flyweight,Flyweight,28, Leopard Tamakuma,Japan,7/29/1990,,1,169," March 14, 1991",,3/14/1991,228,East Asia,Asia,
WBA,Flyweight,Flyweight,29, Elvis Álvarez,Colombia,3/14/1991,,0,79," June 1, 1991",,6/1/1991,79,South America,South America,
WBA,Flyweight,Flyweight,30, Kim Yong-kang,South Korea,6/1/1991,,2,483," September 26, 1992",,9/26/1992,483,East Asia,Asia,
WBA,Flyweight,Flyweight,31, Aquiles Guzman,Venezuela,9/26/1992,,0,80," December 15, 1992",,12/15/1992,80,South America,South America,
WBA,Flyweight,Flyweight,32, David Griman,Venezuela,12/15/1992,,2,425," February 13, 1994",,2/13/1994,425,South America,South America,
WBA,Flyweight,Flyweight,33, Saen Sor Ploenchit,Thailand,2/13/1994,,9,712," November 24, 1996",,11/24/1996,1015,Oceania,Asia,
WBA,Flyweight,Flyweight,34, Jose Bonilla,Venezuela,11/24/1996,,3,551," May 29, 1998",,5/29/1998,551,South America,South America,
WBA,Flyweight,Flyweight,35, Hugo Rafael Soto,Argentina,5/29/1998,,0,288," March 13, 1999",,3/13/1999,288,South America,South America,
WBA,Flyweight,Flyweight,36, Leo Gámez,Venezuela,3/13/1999,,0,174," September 3, 1999",,9/3/1999,174,South America,South America,
WBA,Flyweight,Flyweight,37, Sornpichai Kratingdaenggym,Thailand,9/3/1999,,1,337," August 5, 2000",,8/5/2000,337,Oceania,Asia,
WBA,Flyweight,Flyweight,38, Eric Morel,Puerto Rico,8/5/2000,,5,1584," December 6, 2003",,12/6/2003,1218,Caribbean,North America,
WBA,Flyweight,Flyweight,39, Lorenzo Parra,Venezuela,12/6/2003,,5,1199," March 19, 2007",,3/19/2007,1199,South America,South America,
WBA,Flyweight,Flyweight,40, Takefumi Sakata,Japan,3/19/2007,,4,653," December 31, 2008",,12/31/2008,653,East Asia,Asia,
WBA,Flyweight,Flyweight,41, Denkaosan Kaovichit,Thailand,12/31/2008,,2,403," February 7, 2010",,2/7/2010,403,Oceania,Asia,
WBA,Flyweight,Flyweight,42, Daiki Kameda,Japan,2/7/2010,,2,331," January 4, 2011",Kameda vacated in order to move up to super flyweight,1/4/2011,331,East Asia,Asia,
WBA,Flyweight,Flyweight,43, Luis Concepcion (interim champ promoted),Panama,1/4/2011,,0,88," April 2, 2011",,4/2/2011,88,Central America,North America,
WBA,Flyweight,Flyweight,44, Hernán Márquez,Mexico,4/2/2011,,2,381," November 17, 2012",Marquez fights for Super title against Brian Viloria,11/17/2012,595,North America,North America,
WBA,Flyweight,Flyweight,45, Brian Viloria – Super Champion (v. Hernán Márquez),US,11/17/2012,,0,146," April 6, 2013",,11/17/2012,0,North America,North America, Super Champion (v. Hernán Márquez)
WBA,Flyweight,Flyweight,46, Juan Carlos Reveco (interim champ promoted),Argentina,11/17/2012,,6,886," April 22, 2015",,4/6/2013,140,South America,South America,
WBA,Flyweight,Flyweight,47, Juan Francisco Estrada – Super Champion,Mexico,4/6/2013,,5,1257," September 14, 2016",Estrada vacated and moved to super flyweight,4/22/2015,746,North America,North America, Super Champion
WBA,Flyweight,Flyweight,48, Kazuto Ioka – Regular Champion,Japan,4/22/2015,,5,932," November 9, 2017",Ioka vacated and announced retirement later on,2/24/2018,1039,East Asia,Asia, Regular Champion
WBA,Flyweight,Flyweight,49, Artem Dalakian – (v. Brian Viloria),Ukraine,2/24/2018,,4,969,,,,,Eastern Europe,Europe, (v. Brian Viloria)
WBA,Light flyweight,Light flyweight,1, Jaime Rios (v. Rigoberto Marcano),Panama,8/23/1975,,1,314," July 2, 1976",,7/2/1976,314,Central America,North America,
WBA,Light flyweight,Light flyweight,2, Juan Antonio Guzman,Dominican Republic,7/2/1976,,0,100," October 10, 1976",,10/10/1976,100,Caribbean,North America,
WBA,Light flyweight,Light flyweight,3, Yoko Gushiken,Japan,10/10/1976,,13,1618," March 8, 1981",,3/8/1981,1610,East Asia,Asia,
WBA,Light flyweight,Light flyweight,4, Pedro Flores,Mexico,3/8/1981,,0,133," July 19, 1981",,7/19/1981,133,North America,North America,
WBA,Light flyweight,Light flyweight,5, Hwan-Jin Kim,South Korea,7/19/1981,,1,150," December 16, 1981",,12/16/1981,150,East Asia,Asia,
WBA,Light flyweight,Light flyweight,6, Katsuo Tokashiki,Japan,12/16/1981,,5,571," July 10, 1983",,7/10/1983,571,East Asia,Asia,
WBA,Light flyweight,Light flyweight,7, Lupe Madera,Mexico,7/10/1983,,1,314," May 19, 1984",,5/19/1984,314,North America,North America,
WBA,Light flyweight,Light flyweight,8, Francisco Quiróz,Dominican Republic,5/19/1984,,1,314," March 29, 1985",,3/29/1985,314,Caribbean,North America,
WBA,Light flyweight,Light flyweight,9, Joey Olivo,US,3/29/1985,,1,254," December 8, 1985",,12/8/1985,254,North America,North America,
WBA,Light flyweight,Light flyweight,10, Myung-Woo Yuh,South Korea,12/8/1985,,17,2200," December 17, 1991",,12/17/1991,2200,East Asia,Asia,
WBA,Light flyweight,Light flyweight,11, Hiroki Ioka,Japan,12/17/1991,,2,337," November 18, 1992",,11/18/1992,337,East Asia,Asia,
WBA,Light flyweight,Light flyweight,12, Myung-Woo Yuh (2),South Korea,11/18/1992,,1,409, 1993r (vacated),Yuh vacated and retired from professional boxing,10/21/1993,337,East Asia,Asia,
WBA,Light flyweight,Light flyweight,13, Leo Gámez (v. Shiro Yahiro),Venezuela,10/21/1993,,3,471," February 4, 1995",,2/4/1995,471,South America,South America,
WBA,Light flyweight,Light flyweight,14, Hi-Yong Choi,South Korea,2/4/1995,,1,343," January 13, 1996",,1/13/1996,343,East Asia,Asia,
WBA,Light flyweight,Light flyweight,15, Carlos Murillo,Panama,1/13/1996,,1,129," May 21, 1996",,5/21/1996,129,Central America,North America,
WBA,Light flyweight,Light flyweight,16, Keiji Yamaguchi,Japan,5/21/1996,,1,196," December 3, 1996",,12/3/1996,196,East Asia,Asia,
WBA,Light flyweight,Light flyweight,17, Pichitnoi Sitbangprachan,Thailand,12/3/1996,,5,1336, July 2000s (stripped),,8/12/2000,1348,Oceania,Asia,
WBA,Light flyweight,Light flyweight,18, Beibis Mendoza (v. Rosendo Alvarez),Colombia,8/12/2000,,0,212," March 3, 2001",,3/3/2001,203,South America,South America,
WBA,Light flyweight,Light flyweight,19, Rosendo Alvarez,Nicaragua,3/3/2001,,3,1309," October 2, 2004s (stripped)",Alvarez was stripped of title before his fourth fight with Beibis Mendoza for being overweight.,4/29/2005,1518,Central America,North America,
WBA,Light flyweight,Light flyweight,20, Roberto Vásquez (v. Beibis Mendoza),Panama,4/29/2005,,3,391," May 25, 2006r (vacated)",Vásquez vacated to move up to flyweight,8/2/2006,460,Central America,North America,
WBA,Light flyweight,Light flyweight,21, Kōki Kameda (v. Juan José Landaeta),Japan,8/2/2006,,1,169," January 18, 2007r",Kameda vacated to move up to flyweight,6/22/2007,324,East Asia,Asia,
WBA,Light flyweight,Light flyweight,22, Juan Carlos Reveco (v. Nethra Sasiprapa),Argentina,6/22/2007,,1,169," December 8, 2007",,12/8/2007,169,South America,South America,
WBA,Light flyweight,Light flyweight,23, Brahim Asloum,France,12/8/2007,,1,389, 2008 (retired),"Asloum was declared Champion in recess on July 18, 2008. On September 2009 and retired from boxing",6/5/2009,545,Western Europe,Europe,
WBA,Light flyweight,Light flyweight,24, Giovanni Segura (interim champ promoted),Mexico,6/5/2009,,3,449," August 28, 2010 (won Super title)",Segura promoted to Super champion,8/28/2010,449,North America,North America,
WBA,Light flyweight,Light flyweight,25, Giovanni Segura– Super Champion (v. Iván Calderón),Mexico,8/28/2010,,0,90," November 26, 2010r (vacated)",Segura vacated to fight at flyweight,8/28/2010,0,North America,North America, Super Champion (v. Iván Calderón)
WBA,Light flyweight,Light flyweight,26, Juan Carlos Reveco (interim champ promoted),Argentina,8/28/2010,,0,160," February 4, 2011r (vacated)",Reveco vacated to move up to flyweight,2/4/2011,160,South America,South America,
WBA,Light flyweight,Light flyweight,27, Roman Gonzalez (interim champ promoted),Nicaragua,2/4/2011,,5,484," November 30, 2012 (promoted to Super Champion)",,11/30/2012,665,Central America,North America,
WBA,Light flyweight,Light flyweight,28, Roman Gonzalez – Super Champion (regular champ promoted),Nicaragua,11/30/2012,,0,314," January 14, 2014r (vacated)",Gonzalez vacated to move up to flyweight,12/31/2012,31,Central America,North America, Super Champion (regular champ promoted)
WBA,Light flyweight,Light flyweight,29, Kazuto Ioka (v. José Alfredo Rodríguez),Japan,12/31/2012,,3,424," February 28, 2014r (vacated)",Ioka vacated to move up to flyweight,7/8/2014,554,East Asia,Asia,
WBA,Light flyweight,Light flyweight,30, Alberto Rossel (interim champ promoted),Peru,7/8/2014,,0,176," December 31, 2014",,12/31/2014,176,South America,South America,
WBA,Light flyweight,Light flyweight,31, Ryoichi Taguchi,Japan,12/31/2014,,6,2120," December 31, 2017",Taguchi promoted to Super champion after unifying titles in bout with IBF holder Milan Melindo,12/31/2017,1096,East Asia,Asia,
WBA,Light flyweight,Light flyweight,32, Ryoichi Taguchi– Super Champion (v. Milan Melindo),Japan,12/31/2017,,0,140 (1628)," May 20, 2018",,3/18/2018,77,East Asia,Asia, Super Champion (v. Milan Melindo)
WBA,Light flyweight,Light flyweight,33, Carlos Cañizales– Regular Champion (v. Reiya Konishi),Venezuela,3/18/2018,,2,947, present,,5/20/2018,63,South America,South America, Regular Champion (v. Reiya Konishi)
WBA,Light flyweight,Light flyweight,34, Hekkie Budler– Super Champion,South Africa,5/20/2018,,0,225," December 31, 2018",,12/31/2018,225,Sub-Saharan Africa,Africa, Super Champion
WBA,Light flyweight,Light flyweight,35, Hiroto Kyoguchi– Super Champion,Japan,12/31/2018,,2,659, present,,,,East Asia,Asia, Super Champion
WBA,Minimumweight,Minimumweight,1, Leo Gámez (v. Kim Bong-Jun),Venezuela,1/10/1988,,1,721, 1989r (vacated),Gamez vacated after a broken arm didn't allow him to defend the title,4/16/1989,462,South America,South America,
WBA,Minimumweight,Minimumweight,2, Bong-Jun Kim (v. Agustín García),South Korea,4/16/1989,,5,657," February 2, 1991",,2/2/1991,657,East Asia,Asia,
WBA,Minimumweight,Minimumweight,3, Hi-Yong Choi,South Korea,2/2/1991,,4,620," October 14, 1992",,10/14/1992,620,East Asia,Asia,
WBA,Minimumweight,Minimumweight,4, Hideyuki Ohashi,Japan,10/14/1992,,0,247," February 10, 1993",,2/10/1993,119,East Asia,Asia,
WBA,Minimumweight,Minimumweight,5, Chana Porpaoin,Thailand,2/10/1993,,8,1205," December 2, 1995",,12/2/1995,1025,Oceania,Asia,
WBA,Minimumweight,Minimumweight,6, Rosendo Álvarez (stripped),Nicaragua,12/2/1995,,5,1077," November 13, 1998",Àlvarez stripped of title before his fight with Ricardo López for being overweight. Title was at stakes only for López who managed to beat the heavier Álvarez,11/13/1998,1077,Central America,North America,
WBA,Minimumweight,Minimumweight,7, Ricardo López (v. Rosendo Alvarez),Mexico,11/13/1998,,0,260, July 1999r,Lopez vacated in order to move up to light flyweight,10/9/1999,330,North America,North America,
WBA,Minimumweight,Minimumweight,8, Noel Arambulet (v. Joma Gamboa),Venezuela,10/9/1999,,1,377," August 20, 2000 (stripped)",Arambulet stripped of title before his rematch fight with Joma Gamboa for being overweight. Title was at stakes only for Gamboa who managed to beat the heavier Arambulet,8/20/2000,316,South America,South America,
